MessageId,ReplyMessageId,Author,DateTime,Content
810,796,Ali Heydari,2019-05-16 11:44:52,.
809,,Alireza Haghani,2019-05-16 11:44:29,تمام تست ها پاس شده اند👆
808,,Alireza Haghani,2019-05-16 11:44:16,
807,,Alireza Haghani,2019-05-16 11:44:10,یک سوال:با وجود اینکه همه تست ها پاس شده اند؛ چرا در Azure بخاطر پاس نشدن تست بیلد کامل نمیشه؟!
806,,Alireza Haghani,2019-05-16 11:43:11,سلام...
805,804,s_ shoeiby,2019-05-15 22:13:31,چشم ممنون
804,,Ali Heydari,2019-05-15 21:59:37,شما تلاشتون رو بکنید من صحبت می‌کنم تمدید شه.
803,800,s_ shoeiby,2019-05-15 21:24:23,این هفته که تموم نشده هنوز استادتمرین رو هم اخر شب جمعه فرستادید اگر بشه تا جمعه شب حداقل تمدید بشه خیلی خوب میشهاگر هم نه که انجام میدیم توی همین یکروز
802,,Alireza Haghani,2019-05-15 21:23:27,
801,800,Alireza Haghani,2019-05-15 21:22:01,استاد دو یا سه روز تنفس لطفا...🤯
800,799,Sauleh Eetemadi,2019-05-15 21:17:40,سلام. تمرین این هفته رو که هنوز ندادیم 😅. ایشالله امروز فردا میدیم 🙈دیگه فرصت تمدید نیست در اسرع وقت انجام بدین.
799,,s_ shoeiby,2019-05-15 20:19:05,سلامامکانش هست مهلت تمرین این هفته رو تمدید کنید؟چند نفرمون این هفته هم میان ترم داشتیم و نرسیدیم از اول هفته تمرین رو انجام بدیماگر چند روز تمدید بشه خیلی خوب میشه🙏🏻🙏🏻🙏🏻
798,,Mohammadmostafa Rostamkhani,2019-05-14 21:00:56,[MethodImpl(MethodImplOptions.NoInlining)]
797,,Mohammadmostafa Rostamkhani,2019-05-14 21:00:43,اگر در قسمت nested method به مشکل خوردید دستور زیر را به بالای همه ی متد هایتان اضافه کنید:
796,,Mohammadmostafa Rostamkhani,2019-05-14 20:59:31,با سلام.اگر تست های شما در حالت debug mode پاس شده ولی در pull request به مشکل خوردید برای دیباگ کردن برنامه ی خود از حالتrelease mode استفاده کنید.زیرا ممکن است متغیر هایی که در طول برنامه تعریف شده ولی استفاده نشده است را کامپایلر به دلیل بهینه سازی اجرا نکند.
795,784,Hossein,2019-05-13 17:19:50,سلام دوستانچند نفر درخواست کرده بودند که از سایت زیر برای تست استفاده کنند ، من با دکتر اعتمادی صحبت کردم و مشکلی نخواهد بود.هر کدوم‌ رو که راحت تر هستید،استفاده کنید.https://10fastfingers.com/typing-testhttp://typeiran.com/speed
794,,Sadra Moghadam,2019-05-13 12:35:55,Kargaah kelaase -119 bargozaar mishe
793,,𝕽𝖒𝖆𝖓,2019-05-13 12:09:49,کجاست اصلا؟:/
792,,Amin Mir,2019-05-13 12:01:18,تی ای برگزار میشه دیگه ؟!
791,790,Z S,2019-05-13 00:50:13,ممنون
790,,Ali Heydari,2019-05-13 00:39:44,فایل log رو دانلود کنید و بخونید ببینید مشکل از کجاست. برای راهنمایی می‌تونین کلمات fail یا exception یا error رو توش سرچ کنید.
789,,Ali Heydari,2019-05-13 00:38:34,
788,,Ali Heydari,2019-05-13 00:38:33,سلام ببخشید این ارور باسه چیه👇
787,785,Hossein,2019-05-12 20:11:48,دوستان توجه کنید آخرین مهلت انجام تست روز شنبه ۱۱ خرداد ماه می باشد .
786,,Mohammadmostafa Rostamkhani,2019-05-12 19:20:31,با سلام.اگر از فایل پایه ای که در کوئرا قرار گرفته استفاده می کنید باید namespaceمربوط به فایل exceptionhandeler را بهA9 تغییر دهید.
785,,Hossein,2019-05-12 16:19:16,سلام دوستان لطفا حتما از طریق سایت وقت بگیرید و این نکته رو توجه کنید که روز های پایانی به تعداد همه شما عزیزان تایم خالی نیست و افرادی که بهشون نوبت نرسه نمره نخواهند گرفت .حتی اگر میخواهید روز های پایانی تست بدهید از الان وقت بگیرید .ممنون
784,,Hossein,2019-05-12 16:18:55,سلام.برای امتحان تایپ از طریق این لینک از آقای ساداتی‌پور @hsadatipour وقت بگیرید و امتحان بدید. ملاک بررسی سرعت شما این سایت است و می‌توانید از طریق لپ‌تاپ خودتان در حضور ایشان امتحان دهید.هر نفر حداکثر دو مرتبه می‌تواند هم برای تایپ فارسی و هم انگلیسی امتحان دهد. حداکثر نمره‌ای که در هر دوبار امتحان گرفتید به عنوان نمره‌ی نهایی منظور خواهد شد.توجه کنید که تعداد مرتبه‌ی امتحان دادن به هیچ وجه قابل افزایش نیست و لطفا نهایتا تا ۱۰ خرداد همه امتحان بدهید در غیر این‌صورت نمره‌ای به شما تعلق نخواهد گرفت. لطفا امتحان خود را به روزهای پایانی موکول نکنید که در این صورت ممکن است ظرفیت تکمیل شده و نتوانید امتحان بدهید.
782,780,Ali Heydari,2019-05-12 13:36:10,بنا به درخواست خودتون تو نظرسنجی‌ها قرار شد هر یک‌شنبه ساعت ۱۲ کلاس حل تمرین داشته باشیم.امروز آقای هاشمی و کبیری تا ساعت ۱۲:۳۰ سر کلاس منتظر موندن اما کسی نیومده! اگر هفته‌ی بعد هم سر کلاس نیایین کلاس حل تمرین رو لغو می‌کنیم. (شایدم نمره‌ی امتیازی بذاریم به هر حال باید فکر کنم)
781,776,Ali Heydari,2019-05-12 13:32:58,فردا کارگاه برگزار می‌شه و درباره‌ی وراثت و یا رسیدگی به استثنائات خواهد بود. ارائه‌دهنده هم آقای احسان‌دار هستن که از لحاظ برنامه‌نویسی و تجربه از من خیلی قوی‌تر هستن. پس حتما شرکت کنید و از ایشون استفاده کنید.
780,779,Omid 👽,2019-05-12 12:46:01,Tu kanal goftan
779,776,Hazhar Aziz,2019-05-12 12:03:17,@Alihyd1
776,,Hazhar Aziz,2019-05-12 11:59:23,فردا حل تمرین تشکیل میشه؟
773,,MΣLIҜΔ👑,2019-05-10 18:33:44,Kheili mamnoon🙏🏻😊
772,,Ali Heydari,2019-05-10 18:24:00,
771,769,Ali Heydari,2019-05-10 18:23:18,تنظیمات پروکسی رو چک کنید. اگر فیلترشکن وصله قطع کنید.
770,769,Sauleh Eetemadi,2019-05-10 18:22:30,سلام. وصل نیست. 🙈
769,768,MΣLIҜΔ👑,2019-05-10 18:20:58,Bale🤔
768,767,s_ shoeiby,2019-05-10 18:15:32,اینترنتت وصله؟
767,,MΣLIҜΔ👑,2019-05-10 18:13:31,
766,,MΣLIҜΔ👑,2019-05-10 18:13:23,In error ro bayad chi kar konam🤔
765,,MΣLIҜΔ👑,2019-05-10 18:12:46,Salam rooz bekheir
764,763,Ali Heydari,2019-05-10 13:58:52,داک
763,,𝕽𝖒𝖆𝖓,2019-05-10 12:14:38,Kodum melake?!
762,,𝕽𝖒𝖆𝖓,2019-05-10 12:14:16,
761,,𝕽𝖒𝖆𝖓,2019-05-10 12:14:15,
760,759,Zahra Hosseini,2019-05-07 22:35:27,خیلی ممنون
759,758,Sauleh Eetemadi,2019-05-07 17:55:52,سلام. به گونه‌های متفاوتی می‌شود تست کردم. مثلا می‌شود HashCode را یکبار محاسبه کنید که باید چه مقداری باشد و مطمئن بشوید که مقدار درست را برمی‌گرداند.یه جور هم میشه یه تعدادی شی متفاوت درست کنید و تست کنید که HashCode شون متفاوت باشد.
758,,Zahra Hosseini,2019-05-07 16:07:49,سلام وقت بخیرمن متوجه نمیشم که چطور باید  gethashcode رو تست کنم میشه یکم راهنمایی کنید؟ممنون
757,,s_ shoeiby,2019-05-06 18:48:04,متوجه شدمممنونم
756,755,Sauleh Eetemadi,2019-05-06 18:47:25,1: اشکال نداره که نمی‌سازه. شما خودتون بسیازین۲:‌ نه اینطور نیستم اگر شما مثلا operator+ را برای یه کلاسی مثل student پیاده‌سازی نکنید خود سی‌شارپ عملگری برای این منظور نداره و کد شما کامپایل نمی‌شود.
755,754,s_ shoeiby,2019-05-06 18:45:05,اخه وقتی یونیت تست میسازم برای عملگرها تست نمیسازه!و توی تست هم از هر عملگری که استفاده میکنم از اونی که برای خود سی شارپ هست استفاده میکنه نه اونی که من ایجاد میکنم چیکار باید بکنم؟
754,753,Sauleh Eetemadi,2019-05-06 18:38:52,سلام. بله. اگر ننویسیم از کجا مطمئن بشیم درست کار می‌کنند.
753,,s_ shoeiby,2019-05-06 18:27:38,سلامیه سوال برای تمرین ۸ برای عملگرا هم باید تست بنویسیم؟
752,751,Sauleh Eetemadi,2019-05-06 07:08:18,سلام. نمی‌‌دونم. شاید با یه PDF Reader دیگه امتحان کنی درست بشه.
751,750,Mmd (DABIR) Rahmani,2019-05-03 17:49:17,سلام استاد. چرا اینطوریه؟
750,749,Sauleh Eetemadi,2019-05-03 17:34:32,!!!
749,748,Mmd (DABIR) Rahmani,2019-05-03 17:33:05,!
748,,Mmd (DABIR) Rahmani,2019-05-03 17:32:45,
747,746,Amin Mir,2019-05-03 11:18:50,دمت گرم🌺
746,745,Amir Esmaeili,2019-05-03 09:29:22,مشکل از ترتیب پارامتر هایی هست که ب سازنده کلاس دادی ، با توجه به تست ترتیب پارامتر هارو عوض کن
745,,Amin Mir,2019-05-03 04:59:01,کسی به این ارور برخورده ؟لطفا میشه بگید مشکل از کجاست؟
744,,Amin Mir,2019-05-03 04:58:58,
742,,Amir Esmaeili,2019-04-29 03:22:49,😂
741,740,Ali Heydari,2019-04-29 03:20:13,خوبه، سلام می‌رسونه.
740,,Alireza Haghani,2019-04-28 20:15:28,سطح سوالات امتحان فردا نسبت به تمرین هفتم چطوره؟!
739,737,iYasin,2019-04-28 14:48:16,Ok
738,,Ali Heydari,2019-04-28 14:16:26,بعد ی سوال الان نگاه کردم دیدم solution های تمرین های قبلیم پاک شده
737,,Ali Heydari,2019-04-28 14:16:25,احتمالا پاک نشده و اگر بری به شاخه‌ی master هست.
736,,iYasin,2019-04-28 13:33:25,Ok
735,734,Ali Heydari,2019-04-28 13:32:59,نه
734,,iYasin,2019-04-28 13:32:49,Class PoliceStation test nadare?🤔
733,729,Amir Esmaeili,2019-04-28 12:28:03,حل شد . =&gt; مشکل ترتیب پارامتر ها بود و من کد ملی رو عدد صحیح گذاشته بودم ک باید رشته میشد
732,,Amirreza,2019-04-28 12:21:09,محل کلاس عوض شده؟
731,,Alireza Haghani,2019-04-28 10:20:51,🙏تشکر...درست شد!
730,729,Alireza Haghani,2019-04-28 10:11:45,من صرفا فایل تست رو اضافه کردم...اگر اشکال داره فایل تصحیح شده اش رو باید آپلود کنند
729,,Amir Esmaeili,2019-04-28 03:17:29,فک کنم این قسمت از تست ها مشکل داره.
728,,Amir Esmaeili,2019-04-28 03:15:40,بعد یبار ویژوال استودیو رو ببند
727,,Amir Esmaeili,2019-04-28 03:15:16,اولی رو نصب کن
726,,Amir Esmaeili,2019-04-28 03:15:11,
725,,Amir Esmaeili,2019-04-28 03:14:47,Manage NuGet Packages
724,722,Amir Esmaeili,2019-04-28 03:14:27,
722,,Alireza Haghani,2019-04-27 22:13:53,مشکل اش حل نشد...
721,,Alireza Haghani,2019-04-27 22:07:51,🙏تشکر...
720,,Ali Heydari,2019-04-27 22:03:52,راه حل همونه.https://stackoverflow.com/questions/49637389/missing-compiler-required-member-microsoft-csharp-runtimebinder-binder-convert
719,,Alireza Haghani,2019-04-27 21:56:23,این ارور چطور رفع ش کنم؟!
718,716,Ali Heydari,2019-04-27 21:11:52,بچه‌ها کلاس اضافه‌ای که خواسته بودین اوکی شد.آقایان پویا کبیری @Pooya448  و سپهر هاشمی @sep_hh قبول زحمت کردن و قراره از این به بعد یک‌شنبه‌ها ساعت ۱۲ تا ۱۴ (در اکثر موارد کمتر باشه) برای شما کلاس حل تمرین اضافه برگزار کنن.فردا استثنائا کلاس ساعت ۱۲:۱۵ دقیقه برگزار می‌شه چون باید با آموزش هماهنگ کنیم و اینا  محل کلاس هنوز دقیق معلوم نیست پس لطفا فردا یکم بیشتر تلگرامتونو چک کنید تا مطلع بشین‌ :)))موضوع کلاس فردا رفع اشکال برای امتحانه پس اگر سوالی یا اشکالی دارین حتما شرکت کنید.خودتون خواستید که کلاس اضافه برگزار کنیم پس لطفا شرکت کنید که ما هم شرمنده‌ی بچه‌های تی‌ای نشیم که مثلا بیان ببینن افراد کلاس کمن. پس لطفا با حضورتون انگیزه بدین و انگیزه‌کشی نکنین.
717,715,F.A,2019-04-27 12:55:26,ممنون استاد
716,,Ali Heydari,2019-04-27 12:48:12,بچه‌ها پیشنهاد می‌کنم که حتما تمرین آخری که دادیم رو حل کنید چون برای حل امتحان خیلی بهتون کمک می‌کنه. اگر تمرین رو حل کرده باشید امتحان براتون خیلی ساده خواهد بود. پس حتما حل کنید.درمورد یه کلاس اضافه هم که توی نظرسنجی‌ها گفته بودید اگر باشه میایید من صبحت کردم با دوتا از تی‌ای‌ها انشالله به زودی برگزار می‌شه (حتی شاید همین فردا)زمانش قراره یک‌شنبه‌ها ساعت ۱۲-۱۳ باشه. زمان متاسفانه قابل تغییر نیست.
715,714,Sauleh Eetemadi,2019-04-26 22:59:06,راه حل همونه.https://stackoverflow.com/questions/49637389/missing-compiler-required-member-microsoft-csharp-runtimebinder-binder-convert
714,713,F.A,2019-04-26 22:55:50,بله به program.csهم اضافه کردم
713,712,Sauleh Eetemadi,2019-04-26 22:54:42,به پروژه تست اضافه کردین؟
712,711,F.A,2019-04-26 22:51:53,باز هم همون ارور هست
711,710,Sauleh Eetemadi,2019-04-26 22:48:50,این را اضافه کنید ببینید درست میشه؟
710,,F.A,2019-04-26 22:31:00,سلام ببخشید میشه لطفا بگین این ارور رو چیجوری باید درست کنم.نمیدونم مشکلش از کجاست؟!
709,,Ali Heydari,2019-04-26 19:41:36,اره
708,,Hazhar Aziz,2019-04-26 19:37:35,متدای constructor ها assert ندارن ینی تستاش اوکیه؟
707,706,Hazhar Aziz,2019-04-26 14:13:15,🙏🙏
706,,Ali Heydari,2019-04-26 13:46:29,داک رو آپدیت کردم. هم توی کوئرا هم کانال
705,704,Hazhar Aziz,2019-04-26 13:43:07,خواهش میکنم
704,,Ali Heydari,2019-04-26 13:42:59,درسته، ممنون که گفتی
703,,Hazhar Aziz,2019-04-26 13:42:47,توی تستا 1 نوشته شده
702,,Hazhar Aziz,2019-04-26 13:42:37,بله
701,,Ali Heydari,2019-04-26 13:42:23,اینو می‌گی؟
700,699,Ali Heydari,2019-04-26 13:42:19,Q4KhaleTest2_ITeacher
699,,Hazhar Aziz,2019-04-26 13:37:10,اسم تستای Khalle با اونایی که توی داک نوشتین هم خوانی نداره
698,,Hazhar Aziz,2019-04-26 13:28:51,ریاضی 2 هم هست
697,696,Ali Heydari via @vote,2019-04-26 13:28:39,بچه‌ها لطفا اعلام کنید ببینم چند نفر امتحان دارن.
696,,Ali Heydari via @vote,2019-04-26 13:28:15,امتحان فیزیک ۲؟public pollدارم – 21👍👍👍👍👍👍👍 62%ندارم – 13👍👍👍👍 38%👥 34 people voted so far.
695,683,Amin Mir,2019-04-26 12:48:11,نه جدا دمتون گرم که براتون مهمه کیفیت چیزی که به دانشجو میدین 👌👌👌👌
689,,Ali Heydari,2019-04-25 22:20:13,من کماکان منتظر داک‌های بهتر از درس‌های دیگه هستم :))
688,,Ali Heydari,2019-04-25 22:18:39,
687,,Ali Heydari,2019-04-25 22:18:19,یه نمونه از کد‌ها
686,,Ali Heydari,2019-04-25 22:17:15,تا الان نزدیک ۵۰۰۰ خط کد و متن برای داک‌های تمرین ۳ به بعد زده شده.
685,,Ali Heydari,2019-04-25 22:16:29,من برای تهیه کردن داک شما باید یه عالمه کد (چندین برابر کدی که شما باید برای تمرین بزنید)  بزنم و اصلا کار راحتی نیست. البته منتی نمی‌ذارم وظیفه‌مه که باید انجام بدم اما صرفا برای این که با پشت صحنه آشنا بشید و بدونید که چه اتفاقاتی می‌افته تا داک شما تهیه بشه چند تا اسکرین‌شات براتون می‌ذارم.
684,683,iYasin,2019-04-25 22:13:06,الان داریم با داک گسسته کلنجار میریم😑😑😑
683,,Ali Heydari,2019-04-25 22:08:38,حالا یه سوال می‌پرسم:توی درسای دیگه‌تون داک بهتری از داکایی که تو این درس براتون تهیه کردیم دیدین؟ اگه بله لطفا فوروارد کنید توی گروه تا ما هم ببینیم.
682,,Ali Heydari,2019-04-25 22:07:41,توی نظرخواهی‌ها خیلی به داک تمرینا ایراد می‌گیرین تا حدیش رو قبول دارم ولی بعضی از ابهامایی که وجود داره از قصد بوده تا جست‌وجو کنید و به دنبال جواب بگردید. نمی‌خوام بگم که چرا ایراد می‌گیرینا! اصلا این طور نیست. حتما اگر اشکالی دیدین اطلاع بدین. اگر دیدین من یا تی‌ای‌ها کم‌کاری می‌کنیم یا اشکالی داریم حتما به خودمون یا استاد انتقال بدین.
681,680,Sauleh Eetemadi,2019-04-23 13:56:02,بله. شدنش که میشه. ولی فکر نکنم خیلی کار بدرد بخوری باشه...
680,,iYasin,2019-04-23 13:40:17,ما به کد های object و یا حتی int دسترسی داریم میتونیم اونجا یک لیست بسازیم و مقداری های که میگیریم رو توی لیست ادد کنیم و ی متد بسازیم تا مقدار های قبلی رو برگردونه بعد یک متد بسازیم که اون لیست رو پاک کنه 🤔
679,,iYasin,2019-04-23 13:29:40,آها ممنون
678,675,Sauleh Eetemadi,2019-04-23 13:10:47,سلام. نه. garbage collectorجمعش می‌کنه. بهش دسترسی ندارید.
677,,iYasin,2019-04-23 13:06:54,
676,674,Sauleh Eetemadi,2019-04-23 13:06:07,سلام. کیفیت ویدیو خیلی پایینه. من نتونیستم چیزی از روش متوجه بشم.
675,674,iYasin,2019-04-23 13:04:31,سلام اگر یک reference type از نوع object رو مقدار دهی کنیم و بعد مقدارشو عوض کنیم مقدار جدید رو تو یک آدرس جدید تو heap ذخیره می‌کنه چک کردم دیدم مقدار آدرس قبلی تغییر نکرده آیا میتونیم به مقدار قبلی دسترسی داشته باشیم؟🤔
674,,iYasin,2019-04-23 13:04:07,
673,672,iYasin,2019-04-23 12:54:33,ممنون
672,671,Sauleh Eetemadi,2019-04-23 08:22:32,بله. آخر بعضی از خطوط\r\nهست و آخر بعضی از خطوط\nاست. اولی معمولا برای ویندوز و ابزارهای متدوال در ویندوز است و دومی برای لینوکس و ابزارهای متداول در لینوکس است. اتفاقی که افتاده اینه که این فایل با دو ویرایشگر مختلف ویرایش شده و این inconsistency‌ بوجود آمده. Yes بزنید خوبه.
671,,iYasin,2019-04-22 22:46:16,کسی می دونه این چیه 🤔
670,669,Ali Heydari,2019-04-21 13:40:09,
669,,Ali Heydari,2019-04-21 13:37:38,بعضیا درباره‌ی نام‌گذاری pull requestها بعد از بازبینی کد ابهام داشتن که چجوری باید باشه. من به داک مثال اضافه کردم می‌تونید نگاه کنید و از درستی کارتون مطمئن شید.
668,,Ali Heydari,2019-04-21 13:36:34,میگما این تمرینا که ادیت کردیم دوباره باید بفرستیم باید ی برنچ جدید بزنیم و دوباره پوش کنیم؟
667,,دانیال قائمی,2019-04-21 12:43:40,سلاماقای جباری و اقای رضوی لطف کنن پی وی به من پیام بدنممنون
666,665,𝕽𝖒𝖆𝖓,2019-04-21 00:27:38,این نبود ولی حل شد ممنون😉
665,664,Amir Esmaeili,2019-04-20 23:42:12,خالی بزن git push origin fb_A6
664,,𝕽𝖒𝖆𝖓,2019-04-20 23:14:53,موقع push کردن به این مشکل میخورم چه کنم؟😑
663,,𝕽𝖒𝖆𝖓,2019-04-20 23:14:51,
662,,Parisa,2019-04-19 23:09:25,یه سوال دیگه باید پول ریکوئست های تمرین های قبل رو بفرستیم تو مستر حتی اگه هنوز نمره ی جدید داده نشده؟
661,,Amir Esmaeili,2019-04-19 22:54:31,😂 تو بنویس چیکار داریی
660,,Amir Esmaeili,2019-04-19 22:54:12,😂
659,,Hazhar Aziz,2019-04-19 22:53:54,میدونم که باید خودم تعریف کنم ولی هدف این تست چیه؟
658,,Amir Esmaeili,2019-04-19 22:53:09,چی چرا ؟
657,,Hazhar Aziz,2019-04-19 22:52:40,خب آخه چرا؟ درک نمیکنم
656,,Amir Esmaeili,2019-04-19 22:52:00,مثلا با دیکشنری ای چیزی
655,654,Amir Esmaeili,2019-04-19 22:51:54,خودت تعریف میکنی
654,,Hazhar Aziz,2019-04-19 22:46:16,سلام ببخشید برای TypeTest بر چه اساسی باید اون عددای توی تستو برگردونه؟
653,649,Sadra K.h,2019-04-19 22:41:34,اگه log رو دانلود كنيد و بعدش توي پوشه log به آدرس Job-&gt;VsTest.txtبريد اون قسمت هاي پايينش ميزنه كه كدوم تستاش پاس نشده.
652,651,Sauleh Eetemadi,2019-04-19 22:33:25,چون لازم شد تست ها را درست کنیم، تا فردا شب فرصت هست.
651,,Parisa,2019-04-19 22:19:59,کوئرا رو چک کن منم نمیدونم الان که کدومه
650,645,F.omid,2019-04-19 22:19:31,پس مهلت تا فرداست؟
649,648,s_ shoeiby,2019-04-19 22:12:51,منم دوباره انجام دادم این کار رو ولی درست نشد و بازم همون ارورها رو داد
648,647,Parisa,2019-04-19 22:11:45,من برای تمرین A2 به همچین چیزی خوردم بعد که دوباره اد کردم و پول ریکوئست کردم درست شد ولی نمیدونم چرا
647,646,s_ shoeiby,2019-04-19 22:10:07,اونم همین پیغام رو به عنوان ارور نشون میدهفرقی نداره
646,644,Mobin,2019-04-19 21:53:32,اگه روی VSTest کلیک کنید log با جزئیات بیشتری نشون داده میشه و دقیقا معلوم میشه که کجا و برای چی به ارور خورده
645,,Parisa,2019-04-19 21:37:39,سلام یه سوال توی داک زدین تا امشب وقت داریم ولی تو کوئرا تا فرداست الان کدومش هستش؟
644,,s_ shoeiby,2019-04-19 21:33:11,
643,,s_ shoeiby,2019-04-19 21:33:08,من وقتی پول ریکوئست رو میسازم و build میکنم یه اروری میده که متوجه نمیشم برای چیهو اصلا هم تستهای A6 رو بررسی نمیکنه علتش چیه؟
642,,Amir Esmaeili,2019-04-19 19:03:41,طبق اون میتونی متوجه شی
641,,Amir Esmaeili,2019-04-19 19:03:34,expected =100
640,,Amir Esmaeili,2019-04-19 19:03:28,میگه actual = n
639,,Amir Esmaeili,2019-04-19 19:03:20,بعد دیباگ کن
638,637,Amir Esmaeili,2019-04-19 19:03:13,یه آبجکت دلخواه بساز
637,,Sadra K.h,2019-04-19 18:57:35,سلام .ببخشید راهی هست که بشه فهمید debug کردن چقد فضا از حافظه stack میگیره؟
636,627,MΣLIҜΔ👑,2019-04-19 17:52:02,ino didam vali motevajeh nashodm k byd chi kar konam
635,634,Sauleh Eetemadi,2019-04-19 17:44:52,از ویدیو‌های آموزشی مبحث مربوطه در CSharp Fundamental را ببینید. ftp://softbank.iust.ac.ir/Softwares/Computer engineering software/Dr.Etemadi/OnlineCourses/
634,,Sauleh Eetemadi,2019-04-19 17:43:30,سوم:اینکه اگر امکان دارد مبحث حافظه و اینها برای من به روشی یادگیری کامل صورت گیرد(مثلا با یک نفر از حل تمرین ها)چرا که این تمرین را نیز با آزمون و خطا تعداد متغیرها را تعیین کردم و منطق اش را نمی فهمم...
633,632,Sauleh Eetemadi,2019-04-19 17:42:44,sysinternals را جستجو کنید و SysInternalSuite را دانلود کنید.
632,,Sauleh Eetemadi,2019-04-19 17:42:12,اول: که فرعی است و زیاد وقت نمیگیره...لطفا فایل های برای دسترسی بیشتر که سر کلاس از آنها استفاده کردید رو قرار بدید... اونهایی در C:\tools تون دارید
631,629,Sauleh Eetemadi,2019-04-19 17:41:57,اگر مشکل از اینجا نباشه احتمالا تست را درست تعریف نکردین.- مثلا بجای پروژه .net standard پروژه .net core درست کرده باشید. چه توی تست چه توی پروژه اصلی.- یا اینکه تست‌تون public نیست. - یا اینکه کلاس تست تگ TestClass نداره. یا متد تست تگ TestMethod نداره. من الان فرصت نمی‌کنم ولی اگر اینها جواب نداد اگه بتونید با یکی از تی‌ای‌ها LiveShare کنید حتما حل میشه. من تا حالا سراغ نداشتم که حل نشه.خانم شعیبی هم مشکل مشابهی داشتند @sanjan98 همینطوری حل شد.
630,,Ali Heydari,2019-04-19 17:38:13,https://stackoverflow.com/questions/17404316/the-following-untracked-working-tree-files-would-be-overwritten-by-merge-but-i
629,621,N_zeyn,2019-04-19 17:36:28,درست نشد...این کاری رو گفتین رو انجام دادم
628,,Ali Heydari,2019-04-19 17:33:40,https://git-scm.com/book/en/v1/Git-Tools-Stashing
627,,Ali Heydari,2019-04-19 17:32:48,https://stackoverflow.com/questions/17404316/the-following-untracked-working-tree-files-would-be-overwritten-by-merge-but-i
626,,Ali Heydari,2019-04-19 17:30:43,The following untracked working tree files would be overwritten by checkout: in error ro mide
625,,Ali Heydari,2019-04-19 17:30:43,man mikham alan branchamo avaz konm
624,,Ali Heydari,2019-04-19 17:30:42,y soal rajebe git drm
623,,Ali Heydari,2019-04-19 17:30:42,salam
622,,Sauleh Eetemadi,2019-04-19 17:23:20,
621,619,Sauleh Eetemadi,2019-04-19 17:20:50,سلام. تمام نسخه‌های ویژوال استودیو را ببندید. بعد clean.bat را دانلود کنید توی ریشه گیت. و اجراش کنید. بعد ویژوال استودیو را مجدد باز کنید. پروژه رو کامپایل/بیلد کنید (Ctrl+Shift+B). بعد باید درست شده باشه.clean.bat -d
620,618,Amin Mir,2019-04-19 17:09:37,ممنوندرست شد🙏🌺
619,,N_zeyn,2019-04-19 16:50:35,ببخشید...من تستام نمیاد تو قسمت test explorer...چی کار باید کنم؟؟
618,617,Sauleh Eetemadi,2019-04-19 16:45:33,سلام. هنگام دیباگ کردن گزینه‌های موجود بیشتر می‌شوند. اول برنامه را شروع به دیباگ کنید بعد همین منو را نگاه کنید. قاعدتا باید گزینه‌های بیشتری داشته باشین.
617,616,Amin Mir,2019-04-19 16:15:15,مثلا تو تب &quot;debug&quot;چیزی که در سیستم شما بود یه لیست بلند بالایی بود ولی خب برای من همین تعداد کم زیر شاخه میاره همچنین در &quot;windows&quot; تب &quot;debug&quot; ، گزینه ی memory نیست ممنون میشم راهنمایی کنید
616,615,Amin Mir,2019-04-19 16:12:23,
615,,Sauleh Eetemadi 19.04.2019 15:30:17,2019-04-19 15:30:33,سلام. نمی‌دونم. چطوری فرق می‌کنه. باید ببینم.
614,,Sauleh Eetemadi,2019-04-19 15:30:33,تب ها و زیر شاخه هاشون تو vs من با مال شما فرق داره تفاوت در ورژن هاست یا میشه اصلاحش کرد ؟
613,,Sauleh Eetemadi 19.04.2019 15:28:14,2019-04-19 15:28:39,سلام.روی کامپیوتر خودتون توی ریشه گیت:git checkout mastergit pullgit checkout fb_hw3git pullgit merge master -Xoursgit push originالبته به باید به پیام‌های خطا توجه کنید و اگر پیام خطایی داد رفع اشکال کنید. ولی فکر می‌کنم این دستورات مشکل  را حل کنند.
612,,Sauleh Eetemadi,2019-04-19 15:28:39,
611,,Sauleh Eetemadi,2019-04-19 15:28:39,سلاممن چند تا از فایل هام در azure  اد نشده بودن، وقتی اد میکنم و میخوام pull request جدید بسازم این پیغام برام میادچه کاری میتونم بکنم؟
610,,Amir Esmaeili,2019-04-19 13:50:52,وقتی واحد من بیشترین دقت اندازه گیریم 1 بایت هست
609,,Amir Esmaeili,2019-04-19 13:50:35,من اینو چجوری به بایت بنویسم
608,605,Amir Esmaeili,2019-04-19 13:50:27,توی MAXSTACK1000 استک بنده  458752 بایت است که تقسیم بر هزار کنیم 458.752 میشه
607,605,Zahra Hosseini,2019-04-19 13:44:19,خیلی ممنونم🙏
605,604,Sauleh Eetemadi,2019-04-19 13:34:33,سلام. هنگام دیباگ کردن یک مقداری اطلاعات دیباگ روی stack قرار میگیره و میزان استفاده از حافظه stack متفاوت است. تست را اجرا کنید (بدون دیباگ) کردن و پیام خطا را نگاه کنید که ببینید حداکثر عمق stack چقدر بوده و نسبت به آن اندازه متغیر را تغییر دهید.
